composition_key,n_elements,sources,canonical_phase,has_conflict,borg_label,pei_label,peivaste_label,borg_raw_label,pei_raw_label,peivaste_raw_label,borg_processing,borg_doi,source_row_ids
Co0.2787Cr0.1439Cu0.1349Mn0.1299Ni0.3127,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8168
Co0.2787Cr0.1588Fe0.1768Mn0.0480Ni0.3377,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9618
Co0.2793Cr0.0881Cu0.0651Fe0.2322Mn0.3353,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9672
Co0.2795Cr0.0884Cu0.0649Fe0.2322Mn0.3351,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7724
Co0.2795Cr0.1439Cu0.1346Mn0.1295Ni0.3125,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6314
Co0.2797Cr0.0968Fe0.1074Mn0.1786Ni0.3376,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6662
Co0.2797Cr0.0969Fe0.1069Mn0.1788Ni0.3377,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9120
Co0.2800Cr0.0730Cu0.2090Fe0.1080Ni0.3300,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10228
Co0.2800Cr0.2150Cu0.1530Fe0.2380Mn0.1140,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9597
Co0.2801Cr0.0732Cu0.2093Fe0.1075Ni0.3299,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8079
Co0.2802Cr0.2151Cu0.1526Fe0.2379Mn0.1142,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7748
Co0.2805Cr0.1638Cu0.1477Mn0.0916Ni0.3164,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6301
Co0.2807Cr0.1638Cu0.1479Mn0.0919Ni0.3157,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8481
Co0.2817Cr0.1039Cu0.0769Fe0.2388Mn0.2987,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10222
Co0.2819Cr0.1042Cu0.0766Fe0.2388Mn0.2985,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7715
Co0.2820Cr0.1200Cu0.0820Fe0.1800Ni0.3360,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9015
Co0.2821Cr0.1204Cu0.0820Fe0.1798Ni0.3357,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8036
Co0.2823Cr0.1241Cu0.0911Fe0.2382Mn0.2643,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10220
Co0.2824Cr0.1243Cu0.0905Fe0.2384Mn0.2645,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7709
Co0.2829Cu0.0743Fe0.1536Mn0.1502Ni0.3389,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7184
Co0.2830Cu0.0740Fe0.1540Mn0.1500Ni0.3390,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8605
Co0.2833Cr0.1431Fe0.1572Mn0.0751Ni0.3413,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9053
Co0.2834Cr0.1427Fe0.1574Mn0.0752Ni0.3413,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6631
Co0.2836Cr0.1260Fe0.1384Mn0.1070Ni0.3449,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6642
Co0.2836Cu0.0988Fe0.2037Mn0.0780Ni0.3359,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7162
Co0.2837Cu0.0989Fe0.2038Mn0.0779Ni0.3357,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9654
Co0.2840Cr0.1260Fe0.1380Mn0.1070Ni0.3450,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9613
Co0.2840Cr0.1820Cu0.1600Mn0.0560Ni0.3180,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8533
Co0.2841Cu0.0883Fe0.1788Mn0.1074Ni0.3413,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7173
Co0.2842Cr0.1820Cu0.1602Mn0.0556Ni0.3180,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6331
Co0.2843Cu0.0881Fe0.1792Mn0.1071Ni0.3413,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8574
Co0.2855Cu0.0643Fe0.1346Mn0.1749Ni0.3407,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7193
Co0.2857Cu0.0639Fe0.1349Mn0.1748Ni0.3407,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9777
Co0.2857Cu0.1429Fe0.2857Ni0.2857,4,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10542
Co0.2857Fe0.2857Nb0.1429Ni0.2857,4,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4177
Co0.2857Fe0.2857Ni0.2857Si0.1429,4,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,FCC+Sec.,,FCC+IM,CAST,10.1016/j.jmmm.2014.07.023,borg2020:27;peivaste:395
Co0.2865Cu0.0578Fe0.1163Mn0.1972Ni0.3422,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:7199
Co0.2867Cr0.1069Cu0.1069Fe0.1608Ni0.3387,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9139
Co0.2869Cr0.1066Cu0.1068Fe0.1607Ni0.3389,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8048
Co0.2870Cu0.0580Fe0.1160Mn0.1970Ni0.3420,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8438
Co0.2875Fe0.3125Ni0.0750Ti0.3000V0.0250,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1740
Co0.2877Cr0.1818Cu0.1299Fe0.2488Mn0.1518,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8830
Co0.2878Cr0.1819Cu0.1301Fe0.2485Mn0.1517,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7680
Co0.2881Cr0.0944Cu0.1380Fe0.1381Ni0.3413,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8059
Co0.2883Cr0.0941Cu0.1381Fe0.1381Ni0.3413,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8813
Co0.2887Cr0.1419Fe0.1548Mn0.0649Ni0.3497,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10225
Co0.2894Cr0.1418Fe0.1545Mn0.0648Ni0.3496,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6632
Co0.2896Cr0.1800Cu0.1563Mn0.0492Ni0.3249,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6332
Co0.2897Cr0.1628Cu0.1469Mn0.0769Ni0.3237,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8926
Co0.2899Fe0.2899Nb0.1304Ni0.2899,4,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4199
Co0.2900Cr0.1626Cu0.1467Mn0.0770Ni0.3236,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6302
Co0.2900Cr0.1800Cu0.1560Mn0.0490Ni0.3250,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8857
Co0.2900Cu0.0990Fe0.2020Mn0.0660Ni0.3430,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9264
Co0.2902Cu0.0990Fe0.2017Mn0.0659Ni0.3432,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7163
Co0.2910Cr0.1100Fe0.1210Mn0.1260Ni0.3520,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9607
Co0.2910Cr0.1510Cu0.1080Fe0.2480Mn0.2020,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8905
Co0.2913Cr0.1104Fe0.1206Mn0.1256Ni0.3521,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6658
Co0.2914Cr0.1512Cu0.1083Fe0.2476Mn0.2016,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7692
Co0.2919Cu0.0878Fe0.1771Mn0.0901Ni0.3531,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7174
Co0.2920Cr0.1430Cu0.1320Mn0.1100Ni0.3230,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9772
Co0.2920Cu0.0880Fe0.1770Mn0.0900Ni0.3530,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8195
Co0.2921Cr0.1432Cu0.1315Mn0.1104Ni0.3227,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6310
Co0.2924Cr0.1257Fe0.1377Mn0.0888Ni0.3553,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8804
Co0.2925Cr0.1257Fe0.1376Mn0.0886Ni0.3556,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6643
Co0.2930Cr0.0810Cu0.1570Fe0.1210Ni0.3480,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8158
Co0.2931Cr0.0809Cu0.1575Fe0.1210Ni0.3476,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8070
Co0.2937Cr0.0729Cu0.1758Fe0.1059Ni0.3516,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9944
Co0.2937Cr0.0969Fe0.1059Mn0.1489Ni0.3546,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8890
Co0.2938Cr0.0974Fe0.1058Mn0.1485Ni0.3546,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6663
Co0.2940Cr0.0640Cu0.2020Fe0.0940Ni0.3460,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8234
Co0.2940Cr0.0725Cu0.1759Fe0.1061Ni0.3515,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8083
Co0.2941Cr0.0588Fe0.2941Ni0.2941Si0.0588,5,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1016/j.jmmm.2019.01.096,borg2020:100
Co0.2942Cr0.0637Cu0.2022Fe0.0936Ni0.3463,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8086
Co0.2948Cr0.1048Cu0.0934Fe0.1586Ni0.3484,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8049
Co0.2948Cu0.0974Fe0.1995Mn0.0562Ni0.3521,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7164
Co0.2950Cr0.0790Cu0.0570Fe0.2480Mn0.3210,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9162
Co0.2950Cr0.1050Cu0.0930Fe0.1590Ni0.3480,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9135
Co0.2950Cr0.1370Fe0.1550Mn0.0560Ni0.3570,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9773
Co0.2950Cr0.1375Fe0.1548Mn0.0559Ni0.3569,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6633
Co0.2950Cu0.0770Fe0.1530Mn0.1230Ni0.3520,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8233
Co0.2950Cu0.0970Fe0.2000Mn0.0560Ni0.3520,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8132
Co0.2951Cu0.0769Fe0.1531Mn0.1232Ni0.3516,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7189
Co0.2952Cr0.0787Cu0.0565Fe0.2483Mn0.3214,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:7731
Co0.2956Cr0.1266Cu0.1181Mn0.1293Ni0.3304,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6318
Co0.2957Cr0.1289Cu0.0939Fe0.2537Mn0.2278,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9337
Co0.2958Cr0.1288Cu0.0936Fe0.2536Mn0.2282,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7704
Co0.2960Cr0.0930Cu0.1170Fe0.1400Ni0.3540,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8425
Co0.2960Cr0.1270Cu0.1180Mn0.1290Ni0.3300,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9891
Co0.2963Cr0.0931Cu0.1174Fe0.1396Ni0.3536,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8060
Co0.2970Cr0.0850Fe0.0940Mn0.1710Ni0.3530,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:10181
Co0.2970Cr0.0854Fe0.0936Mn0.1712Ni0.3528,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6669
Co0.2970Cr0.1590Cu0.1440Mn0.0660Ni0.3340,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8758
Co0.2972Cr0.1594Cu0.1435Mn0.0659Ni0.3339,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6303
Co0.2986Cr0.1842Cu0.1302Fe0.2566Mn0.1303,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7681
Co0.2990Cr0.1840Cu0.1300Fe0.2570Mn0.1300,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8955
Co0.3000Cr0.1000Fe0.4500Ni0.0500V0.1000,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1324
Co0.3003Cu0.0641Fe0.1340Mn0.1452Ni0.3564,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7194
Co0.3003Cu0.0641Fe0.1341Mn0.1451Ni0.3564,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9456
Co0.3010Cr0.0930Cu0.0670Fe0.2520Mn0.2870,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9024
Co0.3010Cr0.1080Cu0.0770Fe0.2570Mn0.2570,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8814
Co0.3010Cr0.1083Cu0.0771Fe0.2565Mn0.2570,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7720
Co0.3010Cr0.1420Cu0.1280Mn0.0910Ni0.3380,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10033
Co0.3010Cu0.0569Fe0.1162Mn0.1648Ni0.3611,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7200
Co0.3010Cu0.0570Fe0.1160Mn0.1650Ni0.3610,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10012
Co0.3012Cr0.1417Cu0.1284Mn0.0909Ni0.3378,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6311
Co0.3014Cr0.0925Cu0.0669Fe0.2525Mn0.2867,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7725
Co0.3020Cu0.0860Fe0.1760Mn0.0770Ni0.3590,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8769
Co0.3021Cu0.0859Fe0.1760Mn0.0770Ni0.3590,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7175
Co0.3027Cr0.1239Fe0.1359Mn0.0749Ni0.3626,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9307
Co0.3028Cr0.1240Fe0.1358Mn0.0746Ni0.3628,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6644
Co0.3030Cr0.1090Fe0.1190Mn0.1040Ni0.3650,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9058
Co0.3030Cr0.1090Fe0.1194Mn0.1041Ni0.3646,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6654
Co0.3030Mo0.1212Ni0.3030V0.1515W0.1212,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4656
Co0.3046Cr0.0815Cu0.1334Fe0.1198Ni0.3607,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8071
Co0.3047Cr0.0819Cu0.1329Fe0.1199Ni0.3606,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9256
Co0.3047Cr0.1548Cu0.1109Fe0.2587Mn0.1708,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9021
Co0.3051Cr0.1547Cu0.1106Fe0.2587Mn0.1709,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7693
Co0.3067Cr0.0909Cu0.1027Fe0.1360Ni0.3637,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8061
Co0.3067Cr0.0909Cu0.1029Fe0.1359Ni0.3636,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9608
Co0.3070Cr0.1840Cu0.1300Fe0.2650Mn0.1140,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8288
Co0.3071Cr0.1845Cu0.1296Fe0.2646Mn0.1143,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7682
Co0.3073Cu0.0735Fe0.1534Mn0.1043Ni0.3615,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7185
Co0.3073Cu0.0741Fe0.1532Mn0.1041Ni0.3614,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9336
Co0.3077Fe0.3077Ni0.3077Si0.0769,4,borg2020;peivaste,FCC,0,FCC,,FCC,FCC,,FCC,CAST,10.1016/j.jmmm.2014.07.023,borg2020:27;peivaste:394
Co0.3080Cr0.1210Fe0.1330Mn0.0660Ni0.3720,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9918
Co0.3080Cr0.1250Cu0.1140Mn0.1080Ni0.3450,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9805
Co0.3082Cr0.1251Cu0.1145Mn0.1076Ni0.3446,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6315
Co0.3083Cr0.0951Fe0.1041Mn0.1211Ni0.3714,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9450
Co0.3084Cr0.0951Fe0.1042Mn0.1210Ni0.3713,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6667
Co0.3085Cr0.1210Fe0.1326Mn0.0660Ni0.3719,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6645
Co0.3090Cr0.1390Cu0.1270Mn0.0750Ni0.3500,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9216
Co0.3093Cr0.1393Cu0.1267Mn0.0751Ni0.3496,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6312
Co0.3096Cr0.0851Fe0.0946Mn0.1408Ni0.3700,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6670
Co0.3097Cr0.0849Fe0.0949Mn0.1409Ni0.3696,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8671
Co0.3097Cu0.0674Fe0.1351Mn0.1180Ni0.3699,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7198
Co0.3100Cr0.0630Cu0.1700Fe0.0910Ni0.3660,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8361
Co0.3100Cu0.0670Fe0.1350Mn0.1180Ni0.3700,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10000
Co0.3100Cu0.0840Fe0.1750Mn0.0640Ni0.3670,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10132
Co0.3101Cr0.0704Cu0.1505Fe0.1049Ni0.3642,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8080
Co0.3103Cr0.0701Cu0.1502Fe0.1051Ni0.3644,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8639
Co0.3105Cr0.0629Cu0.1700Fe0.0905Ni0.3661,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8088
Co0.3105Cu0.0838Fe0.1747Mn0.0640Ni0.3670,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7176
Co0.3110Cr0.1070Fe0.1180Mn0.0880Ni0.3760,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8157
Co0.3110Cr0.1580Cu0.1120Fe0.2700Mn0.1490,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9970
Co0.3111Cr0.1075Fe0.1179Mn0.0880Ni0.3756,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6655
Co0.3113Cr0.1575Cu0.1121Fe0.2700Mn0.1491,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7694
Co0.3130Cr0.1323Cu0.0943Fe0.2675Mn0.1930,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7705
Co0.3133Cr0.1321Cu0.0941Fe0.2673Mn0.1932,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9079
Co0.3140Cu0.0740Fe0.1520Mn0.0860Ni0.3740,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8224
Co0.3141Cu0.0740Fe0.1515Mn0.0861Ni0.3742,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7186
Co0.3147Cr0.0887Cu0.0904Fe0.1345Ni0.3718,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8062
Co0.3147Cr0.0889Cu0.0899Fe0.1349Ni0.3716,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8510
Co0.3150Cu0.0820Fe0.1730Mn0.0540Ni0.3760,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8793
Co0.3153Cu0.0824Fe0.1726Mn0.0536Ni0.3760,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7177
Co0.3160Cr0.0799Cu0.1165Fe0.1170Ni0.3706,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8072
Co0.3160Cr0.0800Cu0.1160Fe0.1170Ni0.3710,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8386
Co0.3160Cu0.0565Fe0.1167Mn0.1373Ni0.3734,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7201
Co0.3160Cu0.0570Fe0.1170Mn0.1370Ni0.3730,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10109
Co0.3167Cr0.0806Cu0.0586Fe0.2700Mn0.2741,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7732
Co0.3167Cr0.0809Cu0.0589Fe0.2697Mn0.2737,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9903
Co0.3169Cr0.1194Fe0.1301Mn0.0538Ni0.3798,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6646
Co0.3170Cr0.1190Fe0.1300Mn0.0540Ni0.3800,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9932
Co0.3179Cr0.1072Fe0.1168Mn0.0717Ni0.3864,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6656
Co0.3180Cr0.1070Fe0.1170Mn0.0720Ni0.3860,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10153
Co0.3183Cr0.1111Cu0.0791Fe0.2733Mn0.2182,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8313
Co0.3185Cr0.0956Fe0.1019Mn0.1000Ni0.3839,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6664
Co0.3185Cr0.1114Cu0.0790Fe0.2731Mn0.2180,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7716
Co0.3187Cr0.0959Fe0.1019Mn0.0999Ni0.3836,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8995
Co0.3190Cr0.0700Cu0.1310Fe0.1030Ni0.3770,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9448
Co0.3190Cr0.0702Cu0.1311Fe0.1028Ni0.3768,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8081
Co0.3199Cr0.1217Cu0.1113Mn0.0874Ni0.3596,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6316
Co0.3200Cr0.1220Cu0.1110Mn0.0870Ni0.3600,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8218
Co0.3207Cr0.0939Cu0.0669Fe0.2727Mn0.2458,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8749
Co0.3208Cr0.1371Cu0.1222Mn0.0635Ni0.3565,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6313
Co0.3210Cr0.0937Cu0.0666Fe0.2728Mn0.2458,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7729
Co0.3213Cr0.1371Cu0.1221Mn0.0631Ni0.3564,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10113
Co0.3214Cr0.1577Cu0.1118Fe0.2814Mn0.1277,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8638
Co0.3216Cu0.0639Fe0.1348Mn0.0985Ni0.3813,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7195
Co0.3217Cu0.0639Fe0.1349Mn0.0989Ni0.3806,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10129
Co0.3218Cr0.0834Fe0.0910Mn0.1163Ni0.3876,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6672
Co0.3218Cr0.1575Cu0.1115Fe0.2815Mn0.1276,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7695
Co0.3220Cr0.0830Fe0.0910Mn0.1160Ni0.3880,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8492
Co0.3230Cu0.0730Fe0.1510Mn0.0730Ni0.3800,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8267
Co0.3233Cu0.0733Fe0.1506Mn0.0727Ni0.3801,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7187
Co0.3251Cr0.0601Cu0.1434Fe0.0904Ni0.3810,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8087
Co0.3253Cr0.0601Cu0.1431Fe0.0901Ni0.3814,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9622
Co0.3259Cr0.0780Cu0.0979Fe0.1158Ni0.3824,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8073
Co0.3260Cr0.0780Cu0.0980Fe0.1160Ni0.3820,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8573
Co0.3260Cr0.1350Cu0.0940Fe0.2770Mn0.1680,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9420
Co0.3262Cr0.1347Cu0.0941Fe0.2771Mn0.1678,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7706
Co0.3277Cu0.0560Fe0.1154Mn0.1131Ni0.3879,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7203
Co0.3279Cr0.3279Mo0.0164Ni0.3279,4,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:3571
Co0.3280Cu0.0560Fe0.1150Mn0.1130Ni0.3880,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8446
Co0.3287Cr0.0931Fe0.1003Mn0.0844Ni0.3935,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6665
Co0.3287Cu0.0729Fe0.1518Mn0.0599Ni0.3866,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9807
